/var/spool/slurm/slurmd/job480731/slurm_script: line 19: ./venv/bin/activate: No such file or directory
/home/sep4013/.conda/envs/lilac/lib/python3.13/site-packages/torchio/data/image.py:248: UserWarning: Using TorchIO images without a torchio.SubjectsLoader in PyTorch >= 2.3 might have unexpected consequences, e.g., the collated batches will be instances of torchio.Subject with 5D images. Replace your PyTorch DataLoader with a torchio.SubjectsLoader so that the collated batch becomes a dictionary, as expected. See https://github.com/TorchIO-project/torchio/issues/1179 for more context about this issue.
  warnings.warn(message, stacklevel=1)
[Epoch 3/100] [Batch 196/238] [ loss: 0.721630 ] ETA: 1 day, 20:33:31.065660
[Epoch 3/100] [Batch 197/238] [ loss: 0.817013 ] ETA: 2 days, 0:56:17.675929
[Epoch 3/100] [Batch 198/238] [ loss: 0.663667 ] ETA: 1 day, 15:44:59.145061
[Epoch 3/100] [Batch 199/238] [ loss: 0.725701 ] ETA: 1 day, 20:41:18.278910
[Epoch 3/100] [Batch 200/238] [ loss: 0.666474 ] ETA: 1 day, 14:40:08.939889
[Epoch 3/100] [Batch 201/238] [ loss: 0.701571 ] ETA: 1 day, 16:46:48.938271
[Epoch 3/100] [Batch 202/238] [ loss: 0.693613 ] ETA: 1 day, 23:31:34.043624
[Epoch 3/100] [Batch 203/238] [ loss: 0.691827 ] ETA: 1 day, 19:17:30.010523
[Epoch 3/100] [Batch 204/238] [ loss: 0.684258 ] ETA: 1 day, 17:52:16.197360
[Epoch 3/100] [Batch 205/238] [ loss: 0.665548 ] ETA: 1 day, 16:20:09.153093
[Epoch 3/100] [Batch 206/238] [ loss: 0.671042 ] ETA: 1 day, 19:20:40.507469
[Epoch 3/100] [Batch 207/238] [ loss: 0.707265 ] ETA: 1 day, 23:16:07.864545
[Epoch 3/100] [Batch 208/238] [ loss: 0.662832 ] ETA: 1 day, 16:35:00.040668
[Epoch 3/100] [Batch 209/238] [ loss: 0.649864 ] ETA: 1 day, 22:18:59.327010
[Epoch 3/100] [Batch 210/238] [ loss: 0.661361 ] ETA: 1 day, 23:54:12.532909
[Epoch 3/100] [Batch 211/238] [ loss: 0.616656 ] ETA: 1 day, 17:08:24.257047
[Epoch 3/100] [Batch 212/238] [ loss: 0.768718 ] ETA: 1 day, 17:14:01.445756
[Epoch 3/100] [Batch 213/238] [ loss: 0.645420 ] ETA: 1 day, 17:47:22.366406
[Epoch 3/100] [Batch 214/238] [ loss: 0.688372 ] ETA: 1 day, 19:42:26.302420
[Epoch 3/100] [Batch 215/238] [ loss: 0.684397 ] ETA: 1 day, 16:16:39.106241
[Epoch 3/100] [Batch 216/238] [ loss: 0.653505 ] ETA: 1 day, 18:17:50.035636
[Epoch 3/100] [Batch 217/238] [ loss: 0.673662 ] ETA: 1 day, 15:01:21.456443
[Epoch 3/100] [Batch 218/238] [ loss: 0.738590 ] ETA: 1 day, 16:43:59.586641
[Epoch 3/100] [Batch 219/238] [ loss: 0.723639 ] ETA: 1 day, 19:19:05.343952
[Epoch 3/100] [Batch 220/238] [ loss: 0.685361 ] ETA: 1 day, 19:03:40.957605
[Epoch 3/100] [Batch 221/238] [ loss: 0.727619 ] ETA: 1 day, 14:33:24.760380
[Epoch 3/100] [Batch 222/238] [ loss: 0.775067 ] ETA: 1 day, 18:05:15.200188
[Epoch 3/100] [Batch 223/238] [ loss: 0.654790 ] ETA: 1 day, 18:00:08.497819
[Epoch 3/100] [Batch 224/238] [ loss: 0.712239 ] ETA: 1 day, 23:15:06.848164
[Epoch 3/100] [Batch 225/238] [ loss: 0.645831 ] ETA: 1 day, 14:23:50.774464
[Epoch 3/100] [Batch 226/238] [ loss: 0.643867 ] ETA: 1 day, 20:43:48.187008
[Epoch 3/100] [Batch 227/238] [ loss: 0.683716 ] ETA: 1 day, 12:45:18.919812
[Epoch 3/100] [Batch 228/238] [ loss: 0.666090 ] ETA: 1 day, 18:54:30.072675
[Epoch 3/100] [Batch 229/238] [ loss: 0.598095 ] ETA: 1 day, 18:48:26.691944
[Epoch 3/100] [Batch 230/238] [ loss: 0.717960 ] ETA: 2 days, 3:37:01.680305
[Epoch 3/100] [Batch 231/238] [ loss: 0.710630 ] ETA: 1 day, 16:40:13.072807
[Epoch 3/100] [Batch 232/238] [ loss: 0.681722 ] ETA: 1 day, 20:20:03.764268
[Epoch 3/100] [Batch 233/238] [ loss: 0.690305 ] ETA: 1 day, 19:12:48.384074
[Epoch 3/100] [Batch 234/238] [ loss: 0.667063 ] ETA: 1 day, 21:25:31.459514
[Epoch 3/100] [Batch 235/238] [ loss: 0.674011 ] ETA: 1 day, 19:46:40.325003
[Epoch 3/100] [Batch 236/238] [ loss: 0.649565 ] ETA: 1 day, 18:35:46.109509
[Epoch 3/100] [Batch 237/238] [ loss: 0.677370 ] ETA: 1 day, 14:48:07.418678
Validating... Step 237/238 / Epoch 3/100 - 0.3541 sec/step - train loss: 6.9016e-01  - val loss: 6.9508e-01
Early stopping count: 2

[Epoch 4/100] [Batch 0/238] [ loss: 0.673014 ] ETA: 113 days, 14:50:08.442398
[Epoch 4/100] [Batch 1/238] [ loss: 0.696309 ] ETA: 1 day, 17:46:15.010656
[Epoch 4/100] [Batch 2/238] [ loss: 0.687539 ] ETA: 1 day, 13:54:49.667281
[Epoch 4/100] [Batch 3/238] [ loss: 0.675687 ] ETA: 1 day, 12:45:31.683651
[Epoch 4/100] [Batch 4/238] [ loss: 0.645850 ] ETA: 1 day, 12:45:08.653099
[Epoch 4/100] [Batch 5/238] [ loss: 0.639487 ] ETA: 1 day, 22:56:18.435628
[Epoch 4/100] [Batch 6/238] [ loss: 0.704321 ] ETA: 1 day, 19:59:42.681530
[Epoch 4/100] [Batch 7/238] [ loss: 0.702061 ] ETA: 1 day, 13:25:06.170692
[Epoch 4/100] [Batch 8/238] [ loss: 0.672664 ] ETA: 1 day, 14:03:06.057072
[Epoch 4/100] [Batch 9/238] [ loss: 0.768252 ] ETA: 1 day, 16:02:37.247681
[Epoch 4/100] [Batch 10/238] [ loss: 0.727375 ] ETA: 1 day, 14:04:26.240260
[Epoch 4/100] [Batch 11/238] [ loss: 0.673595 ] ETA: 1 day, 19:57:03.327229
[Epoch 4/100] [Batch 12/238] [ loss: 0.687908 ] ETA: 1 day, 16:11:29.352556
[Epoch 4/100] [Batch 13/238] [ loss: 0.607012 ] ETA: 2 days, 3:15:20.082321
[Epoch 4/100] [Batch 14/238] [ loss: 0.681539 ] ETA: 1 day, 18:17:59.633642
[Epoch 4/100] [Batch 15/238] [ loss: 0.686650 ] ETA: 1 day, 17:03:55.011719
[Epoch 4/100] [Batch 16/238] [ loss: 0.682226 ] ETA: 1 day, 21:59:05.434738
[Epoch 4/100] [Batch 17/238] [ loss: 0.673271 ] ETA: 2 days, 0:22:51.835353
[Epoch 4/100] [Batch 18/238] [ loss: 0.692653 ] ETA: 1 day, 17:10:54.595335
[Epoch 4/100] [Batch 19/238] [ loss: 0.675882 ] ETA: 1 day, 18:17:10.580623
[Epoch 4/100] [Batch 20/238] [ loss: 0.695154 ] ETA: 1 day, 12:10:23.402724
[Epoch 4/100] [Batch 21/238] [ loss: 0.704575 ] ETA: 1 day, 15:10:34.054702
[Epoch 4/100] [Batch 22/238] [ loss: 0.592046 ] ETA: 1 day, 21:31:02.643606
[Epoch 4/100] [Batch 23/238] [ loss: 0.758752 ] ETA: 1 day, 20:26:04.040864
[Epoch 4/100] [Batch 24/238] [ loss: 0.658404 ] ETA: 1 day, 16:48:59.131748
[Epoch 4/100] [Batch 25/238] [ loss: 0.711592 ] ETA: 1 day, 18:10:43.195561
[Epoch 4/100] [Batch 26/238] [ loss: 0.731295 ] ETA: 1 day, 22:14:49.538807
[Epoch 4/100] [Batch 27/238] [ loss: 0.791105 ] ETA: 1 day, 19:21:58.952514
[Epoch 4/100] [Batch 28/238] [ loss: 0.644177 ] ETA: 1 day, 19:30:21.449184
[Epoch 4/100] [Batch 29/238] [ loss: 0.691231 ] ETA: 2 days, 1:51:26.978651
[Epoch 4/100] [Batch 30/238] [ loss: 0.700737 ] ETA: 1 day, 15:26:01.951242
[Epoch 4/100] [Batch 31/238] [ loss: 0.754436 ] ETA: 1 day, 14:40:43.494268
[Epoch 4/100] [Batch 32/238] [ loss: 0.781836 ] ETA: 1 day, 17:14:15.480949
[Epoch 4/100] [Batch 33/238] [ loss: 0.726429 ] ETA: 1 day, 19:36:25.289015
[Epoch 4/100] [Batch 34/238] [ loss: 0.712486 ] ETA: 1 day, 15:54:08.464485
[Epoch 4/100] [Batch 35/238] [ loss: 0.700771 ] ETA: 1 day, 14:19:35.887156
[Epoch 4/100] [Batch 36/238] [ loss: 0.702940 ] ETA: 1 day, 15:12:50.956269
[Epoch 4/100] [Batch 37/238] [ loss: 0.617105 ] ETA: 1 day, 18:33:09.655246
[Epoch 4/100] [Batch 38/238] [ loss: 0.649335 ] ETA: 1 day, 19:59:33.056712
[Epoch 4/100] [Batch 39/238] [ loss: 0.687688 ] ETA: 1 day, 20:37:42.809045
[Epoch 4/100] [Batch 40/238] [ loss: 0.705424 ] ETA: 1 day, 15:30:18.285654
[Epoch 4/100] [Batch 41/238] [ loss: 0.693669 ] ETA: 1 day, 14:40:47.164776
[Epoch 4/100] [Batch 42/238] [ loss: 0.679375 ] ETA: 1 day, 19:02:49.387117
[Epoch 4/100] [Batch 43/238] [ loss: 0.688426 ] ETA: 1 day, 16:05:42.343589
[Epoch 4/100] [Batch 44/238] [ loss: 0.690017 ] ETA: 1 day, 16:44:37.424859
[Epoch 4/100] [Batch 45/238] [ loss: 0.691537 ] ETA: 1 day, 21:08:10.887169
[Epoch 4/100] [Batch 46/238] [ loss: 0.706720 ] ETA: 1 day, 20:46:42.146940
[Epoch 4/100] [Batch 47/238] [ loss: 0.676019 ] ETA: 1 day, 19:27:15.602079
[Epoch 4/100] [Batch 48/238] [ loss: 0.710940 ] ETA: 1 day, 22:07:57.242088
[Epoch 4/100] [Batch 49/238] [ loss: 0.631406 ] ETA: 1 day, 15:26:42.297023
[Epoch 4/100] [Batch 50/238] [ loss: 0.705366 ] ETA: 1 day, 10:49:47.820504
[Epoch 4/100] [Batch 51/238] [ loss: 0.647056 ] ETA: 1 day, 20:37:54.035455
[Epoch 4/100] [Batch 52/238] [ loss: 0.714356 ] ETA: 1 day, 18:48:29.139442
[Epoch 4/100] [Batch 53/238] [ loss: 0.691704 ] ETA: 1 day, 13:09:56.777883
[Epoch 4/100] [Batch 54/238] [ loss: 0.676224 ] ETA: 1 day, 15:34:09.913668
[Epoch 4/100] [Batch 55/238] [ loss: 0.686717 ] ETA: 1 day, 13:52:43.276025
[Epoch 4/100] [Batch 56/238] [ loss: 0.703459 ] ETA: 1 day, 20:24:24.575535
[Epoch 4/100] [Batch 57/238] [ loss: 0.688788 ] ETA: 1 day, 16:58:12.172026
[Epoch 4/100] [Batch 58/238] [ loss: 0.683746 ] ETA: 1 day, 23:25:27.457514
[Epoch 4/100] [Batch 59/238] [ loss: 0.666040 ] ETA: 1 day, 21:42:05.621644
[Epoch 4/100] [Batch 60/238] [ loss: 0.659613 ] ETA: 1 day, 19:42:02.094089
[Epoch 4/100] [Batch 61/238] [ loss: 0.728955 ] ETA: 1 day, 14:57:55.031186
[Epoch 4/100] [Batch 62/238] [ loss: 0.729776 ] ETA: 1 day, 22:23:38.944454
[Epoch 4/100] [Batch 63/238] [ loss: 0.703725 ] ETA: 1 day, 16:57:13.835338
[Epoch 4/100] [Batch 64/238] [ loss: 0.678512 ] ETA: 1 day, 14:41:12.500671
[Epoch 4/100] [Batch 65/238] [ loss: 0.666059 ] ETA: 1 day, 16:50:22.225861
[Epoch 4/100] [Batch 66/238] [ loss: 0.679426 ] ETA: 1 day, 16:43:37.198078
[Epoch 4/100] [Batch 67/238] [ loss: 0.698806 ] ETA: 1 day, 18:22:14.044889
[Epoch 4/100] [Batch 68/238] [ loss: 0.735153 ] ETA: 1 day, 15:09:45.580459
[Epoch 4/100] [Batch 69/238] [ loss: 0.691430 ] ETA: 1 day, 17:41:54.064244
[Epoch 4/100] [Batch 70/238] [ loss: 0.690329 ] ETA: 1 day, 17:01:44.819209
[Epoch 4/100] [Batch 71/238] [ loss: 0.691046 ] ETA: 1 day, 14:10:09.996988
[Epoch 4/100] [Batch 72/238] [ loss: 0.642252 ] ETA: 1 day, 19:56:59.719328
[Epoch 4/100] [Batch 73/238] [ loss: 0.743250 ] ETA: 1 day, 23:45:14.216429
[Epoch 4/100] [Batch 74/238] [ loss: 0.691472 ] ETA: 1 day, 11:56:42.745838
[Epoch 4/100] [Batch 75/238] [ loss: 0.693491 ] ETA: 1 day, 19:36:09.763659
[Epoch 4/100] [Batch 76/238] [ loss: 0.663777 ] ETA: 1 day, 22:33:51.143360
[Epoch 4/100] [Batch 77/238] [ loss: 0.680979 ] ETA: 1 day, 19:46:01.559148
[Epoch 4/100] [Batch 78/238] [ loss: 0.709751 ] ETA: 1 day, 20:11:18.962846
[Epoch 4/100] [Batch 79/238] [ loss: 0.693744 ] ETA: 1 day, 20:47:42.527776
[Epoch 4/100] [Batch 80/238] [ loss: 0.692125 ] ETA: 1 day, 17:16:45.459217
[Epoch 4/100] [Batch 81/238] [ loss: 0.709492 ] ETA: 1 day, 23:54:23.695465
[Epoch 4/100] [Batch 82/238] [ loss: 0.686916 ] ETA: 1 day, 15:50:31.552422
[Epoch 4/100] [Batch 83/238] [ loss: 0.655900 ] ETA: 2 days, 5:18:33.868924
[Epoch 4/100] [Batch 84/238] [ loss: 0.678902 ] ETA: 1 day, 23:00:00.933434
[Epoch 4/100] [Batch 85/238] [ loss: 0.704720 ] ETA: 1 day, 16:44:52.153016
[Epoch 4/100] [Batch 86/238] [ loss: 0.735106 ] ETA: 1 day, 20:16:34.569449
[Epoch 4/100] [Batch 87/238] [ loss: 0.647403 ] ETA: 1 day, 19:44:21.672085
[Epoch 4/100] [Batch 88/238] [ loss: 0.797650 ] ETA: 1 day, 17:50:10.606136
[Epoch 4/100] [Batch 89/238] [ loss: 0.665151 ] ETA: 1 day, 12:43:12.711689
[Epoch 4/100] [Batch 90/238] [ loss: 0.701716 ] ETA: 1 day, 13:04:49.137375
[Epoch 4/100] [Batch 91/238] [ loss: 0.658865 ] ETA: 1 day, 16:26:30.235990
[Epoch 4/100] [Batch 92/238] [ loss: 0.683105 ] ETA: 1 day, 19:08:01.803405
[Epoch 4/100] [Batch 93/238] [ loss: 0.691459 ] ETA: 1 day, 17:48:38.178449
[Epoch 4/100] [Batch 94/238] [ loss: 0.720126 ] ETA: 1 day, 13:32:24.933037
[Epoch 4/100] [Batch 95/238] [ loss: 0.591088 ] ETA: 1 day, 18:55:23.817262
[Epoch 4/100] [Batch 96/238] [ loss: 0.696403 ] ETA: 1 day, 15:50:31.616341
[Epoch 4/100] [Batch 97/238] [ loss: 0.611372 ] ETA: 1 day, 20:55:53.494471
[Epoch 4/100] [Batch 98/238] [ loss: 0.693215 ] ETA: 2 days, 0:24:59.580097
[Epoch 4/100] [Batch 99/238] [ loss: 0.692031 ] ETA: 1 day, 21:09:31.424532
[Epoch 4/100] [Batch 100/238] [ loss: 0.693914 ] ETA: 1 day, 17:36:39.388197
[Epoch 4/100] [Batch 101/238] [ loss: 0.596755 ] ETA: 1 day, 16:35:52.044563
[Epoch 4/100] [Batch 102/238] [ loss: 0.619302 ] ETA: 1 day, 16:21:28.492548
[Epoch 4/100] [Batch 103/238] [ loss: 0.650853 ] ETA: 1 day, 19:51:33.559221
[Epoch 4/100] [Batch 104/238] [ loss: 0.670277 ] ETA: 1 day, 17:27:53.306856
[Epoch 4/100] [Batch 105/238] [ loss: 0.637218 ] ETA: 1 day, 23:52:09.901116
[Epoch 4/100] [Batch 106/238] [ loss: 0.671764 ] ETA: 1 day, 12:49:56.892270
[Epoch 4/100] [Batch 107/238] [ loss: 0.737643 ] ETA: 1 day, 21:37:25.237045
[Epoch 4/100] [Batch 108/238] [ loss: 0.667182 ] ETA: 1 day, 20:36:40.073504
[Epoch 4/100] [Batch 109/238] [ loss: 0.704569 ] ETA: 1 day, 13:19:01.323309
[Epoch 4/100] [Batch 110/238] [ loss: 0.685971 ] ETA: 1 day, 14:04:32.657438
[Epoch 4/100] [Batch 111/238] [ loss: 0.729761 ] ETA: 1 day, 13:09:53.958100
[Epoch 4/100] [Batch 112/238] [ loss: 0.668966 ] ETA: 1 day, 14:09:14.109135
[Epoch 4/100] [Batch 113/238] [ loss: 0.609815 ] ETA: 1 day, 16:46:58.514624
[Epoch 4/100] [Batch 114/238] [ loss: 0.709306 ] ETA: 1 day, 21:26:54.696114
[Epoch 4/100] [Batch 115/238] [ loss: 0.668213 ] ETA: 1 day, 19:21:52.608113
[Epoch 4/100] [Batch 116/238] [ loss: 0.624469 ] ETA: 1 day, 13:59:53.943521
[Epoch 4/100] [Batch 117/238] [ loss: 0.683871 ] ETA: 1 day, 19:42:30.370021
[Epoch 4/100] [Batch 118/238] [ loss: 0.602458 ] ETA: 1 day, 15:47:57.637715
[Epoch 4/100] [Batch 119/238] [ loss: 0.697322 ] ETA: 1 day, 16:19:49.026435
[Epoch 4/100] [Batch 120/238] [ loss: 0.829414 ] ETA: 1 day, 15:41:41.078608
[Epoch 4/100] [Batch 121/238] [ loss: 0.710792 ] ETA: 1 day, 11:35:53.531057
[Epoch 4/100] [Batch 122/238] [ loss: 0.737041 ] ETA: 1 day, 14:45:34.976580
[Epoch 4/100] [Batch 123/238] [ loss: 0.617575 ] ETA: 1 day, 20:06:13.723233
[Epoch 4/100] [Batch 124/238] [ loss: 0.640389 ] ETA: 1 day, 23:49:38.499690
[Epoch 4/100] [Batch 125/238] [ loss: 0.689371 ] ETA: 1 day, 16:10:00.023562
[Epoch 4/100] [Batch 126/238] [ loss: 0.706067 ] ETA: 1 day, 15:55:30.416562
[Epoch 4/100] [Batch 127/238] [ loss: 0.626339 ] ETA: 1 day, 20:53:02.412645
[Epoch 4/100] [Batch 128/238] [ loss: 0.705604 ] ETA: 2 days, 2:11:43.921585
[Epoch 4/100] [Batch 129/238] [ loss: 0.658162 ] ETA: 1 day, 22:07:37.255487
[Epoch 4/100] [Batch 130/238] [ loss: 0.767033 ] ETA: 2 days, 0:07:39.961973
[Epoch 4/100] [Batch 131/238] [ loss: 0.671436 ] ETA: 1 day, 17:52:52.871727
[Epoch 4/100] [Batch 132/238] [ loss: 0.714758 ] ETA: 1 day, 22:23:04.104438
[Epoch 4/100] [Batch 133/238] [ loss: 0.691522 ] ETA: 1 day, 14:25:49.939787
[Epoch 4/100] [Batch 134/238] [ loss: 0.627451 ] ETA: 1 day, 17:05:02.322038
[Epoch 4/100] [Batch 135/238] [ loss: 0.790049 ] ETA: 1 day, 20:19:54.854500
[Epoch 4/100] [Batch 136/238] [ loss: 0.719533 ] ETA: 1 day, 19:33:00.857418
[Epoch 4/100] [Batch 137/238] [ loss: 0.667783 ] ETA: 1 day, 13:52:23.365582
[Epoch 4/100] [Batch 138/238] [ loss: 0.672887 ] ETA: 1 day, 17:39:16.369908
[Epoch 4/100] [Batch 139/238] [ loss: 0.730846 ] ETA: 1 day, 22:14:07.509577
[Epoch 4/100] [Batch 140/238] [ loss: 0.764562 ] ETA: 1 day, 15:19:12.050570
[Epoch 4/100] [Batch 141/238] [ loss: 0.677739 ] ETA: 1 day, 19:20:06.393673
[Epoch 4/100] [Batch 142/238] [ loss: 0.707374 ] ETA: 1 day, 15:03:08.885950
[Epoch 4/100] [Batch 143/238] [ loss: 0.661011 ] ETA: 1 day, 23:32:32.257451
[Epoch 4/100] [Batch 144/238] [ loss: 0.679023 ] ETA: 1 day, 19:51:21.217930
[Epoch 4/100] [Batch 145/238] [ loss: 0.668383 ] ETA: 1 day, 20:32:20.213554
[Epoch 4/100] [Batch 146/238] [ loss: 0.646526 ] ETA: 1 day, 19:37:00.571760
[Epoch 4/100] [Batch 147/238] [ loss: 0.737898 ] ETA: 1 day, 23:33:14.316547
[Epoch 4/100] [Batch 148/238] [ loss: 0.717375 ] ETA: 1 day, 17:34:30.077205
[Epoch 4/100] [Batch 149/238] [ loss: 0.692023 ] ETA: 1 day, 20:48:09.291903
[Epoch 4/100] [Batch 150/238] [ loss: 0.684060 ] ETA: 1 day, 13:25:32.348662
[Epoch 4/100] [Batch 151/238] [ loss: 0.693335 ] ETA: 2 days, 1:28:15.720893
[Epoch 4/100] [Batch 152/238] [ loss: 0.684098 ] ETA: 1 day, 17:47:47.718662
[Epoch 4/100] [Batch 153/238] [ loss: 0.674294 ] ETA: 1 day, 20:18:43.139763
[Epoch 4/100] [Batch 154/238] [ loss: 0.713957 ] ETA: 1 day, 16:31:09.196742
[Epoch 4/100] [Batch 155/238] [ loss: 0.703665 ] ETA: 1 day, 17:44:02.660533
[Epoch 4/100] [Batch 156/238] [ loss: 0.746902 ] ETA: 1 day, 16:04:42.099298
[Epoch 4/100] [Batch 157/238] [ loss: 0.693106 ] ETA: 1 day, 14:53:08.237295
[Epoch 4/100] [Batch 158/238] [ loss: 0.677721 ] ETA: 1 day, 17:31:10.928955
[Epoch 4/100] [Batch 159/238] [ loss: 0.654368 ] ETA: 1 day, 20:02:07.469336
[Epoch 4/100] [Batch 160/238] [ loss: 0.708390 ] ETA: 1 day, 11:54:17.425850
[Epoch 4/100] [Batch 161/238] [ loss: 0.700205 ] ETA: 1 day, 18:07:11.848933
[Epoch 4/100] [Batch 162/238] [ loss: 0.667860 ] ETA: 1 day, 16:40:32.205673
[Epoch 4/100] [Batch 163/238] [ loss: 0.743850 ] ETA: 1 day, 14:47:14.287139
[Epoch 4/100] [Batch 164/238] [ loss: 0.716180 ] ETA: 1 day, 18:49:18.852417
[Epoch 4/100] [Batch 165/238] [ loss: 0.613937 ] ETA: 1 day, 17:52:37.543340
[Epoch 4/100] [Batch 166/238] [ loss: 0.653404 ] ETA: 1 day, 19:00:41.883855
[Epoch 4/100] [Batch 167/238] [ loss: 0.698630 ] ETA: 1 day, 17:38:31.765920
[Epoch 4/100] [Batch 168/238] [ loss: 0.657517 ] ETA: 1 day, 14:08:40.977602
[Epoch 4/100] [Batch 169/238] [ loss: 0.677482 ] ETA: 1 day, 14:00:48.890778
[Epoch 4/100] [Batch 170/238] [ loss: 0.656094 ] ETA: 1 day, 19:49:11.689897
[Epoch 4/100] [Batch 171/238] [ loss: 0.690594 ] ETA: 1 day, 14:19:13.445876
[Epoch 4/100] [Batch 172/238] [ loss: 0.678284 ] ETA: 1 day, 17:42:03.946023
[Epoch 4/100] [Batch 173/238] [ loss: 0.691365 ] ETA: 1 day, 20:28:05.174334
[Epoch 4/100] [Batch 174/238] [ loss: 0.699865 ] ETA: 1 day, 18:33:30.341828
[Epoch 4/100] [Batch 175/238] [ loss: 0.709273 ] ETA: 1 day, 15:16:21.515520
[Epoch 4/100] [Batch 176/238] [ loss: 0.662741 ] ETA: 1 day, 11:54:09.768723
[Epoch 4/100] [Batch 177/238] [ loss: 0.645257 ] ETA: 1 day, 22:38:13.661859
[Epoch 4/100] [Batch 178/238] [ loss: 0.704089 ] ETA: 1 day, 23:37:30.955315
[Epoch 4/100] [Batch 179/238] [ loss: 0.673639 ] ETA: 1 day, 13:45:26.232902
[Epoch 4/100] [Batch 180/238] [ loss: 0.714022 ] ETA: 1 day, 12:55:27.261603
[Epoch 4/100] [Batch 181/238] [ loss: 0.624005 ] ETA: 1 day, 13:08:17.737332
[Epoch 4/100] [Batch 182/238] [ loss: 0.690506 ] ETA: 1 day, 18:07:06.084305
[Epoch 4/100] [Batch 183/238] [ loss: 0.687055 ] ETA: 1 day, 15:22:57.688633
[Epoch 4/100] [Batch 184/238] [ loss: 0.680458 ] ETA: 2 days, 15:17:55.455107
[Epoch 4/100] [Batch 185/238] [ loss: 0.682087 ] ETA: 1 day, 20:17:57.789804
[Epoch 4/100] [Batch 186/238] [ loss: 0.701899 ] ETA: 2 days, 2:30:22.472397
[Epoch 4/100] [Batch 187/238] [ loss: 0.662198 ] ETA: 1 day, 19:51:39.285602
[Epoch 4/100] [Batch 188/238] [ loss: 0.725881 ] ETA: 1 day, 15:20:54.525018
[Epoch 4/100] [Batch 189/238] [ loss: 0.720130 ] ETA: 1 day, 15:12:19.104434
[Epoch 4/100] [Batch 190/238] [ loss: 0.657003 ] ETA: 1 day, 17:08:01.738270
[Epoch 4/100] [Batch 191/238] [ loss: 0.763012 ] ETA: 1 day, 19:33:03.697589
[Epoch 4/100] [Batch 192/238] [ loss: 0.717009 ] ETA: 1 day, 21:51:08.769653
[Epoch 4/100] [Batch 193/238] [ loss: 0.647651 ] ETA: 1 day, 17:05:28.788027
[Epoch 4/100] [Batch 194/238] [ loss: 0.668725 ] ETA: 1 day, 13:37:37.071923
[Epoch 4/100] [Batch 195/238] [ loss: 0.700581 ] ETA: 1 day, 12:52:16.758795
[Epoch 4/100] [Batch 196/238] [ loss: 0.756039 ] ETA: 1 day, 18:07:14.038118
[Epoch 4/100] [Batch 197/238] [ loss: 0.700273 ] ETA: 1 day, 10:47:46.218232
[Epoch 4/100] [Batch 198/238] [ loss: 0.637275 ] ETA: 1 day, 17:46:59.217753
[Epoch 4/100] [Batch 199/238] [ loss: 0.716935 ] ETA: 1 day, 15:13:14.956054
[Epoch 4/100] [Batch 200/238] [ loss: 0.711484 ] ETA: 1 day, 16:57:05.401701
[Epoch 4/100] [Batch 201/238] [ loss: 0.678539 ] ETA: 1 day, 20:02:30.511471
[Epoch 4/100] [Batch 202/238] [ loss: 0.713784 ] ETA: 1 day, 14:04:17.556069
[Epoch 4/100] [Batch 203/238] [ loss: 0.706121 ] ETA: 1 day, 21:24:15.231253
[Epoch 4/100] [Batch 204/238] [ loss: 0.671828 ] ETA: 1 day, 17:02:41.350219
[Epoch 4/100] [Batch 205/238] [ loss: 0.669400 ] ETA: 1 day, 10:47:07.714665
[Epoch 4/100] [Batch 206/238] [ loss: 0.707510 ] ETA: 1 day, 14:47:10.073457
[Epoch 4/100] [Batch 207/238] [ loss: 0.682709 ] ETA: 1 day, 20:28:50.987768
[Epoch 4/100] [Batch 208/238] [ loss: 0.670857 ] ETA: 1 day, 19:20:00.057907
[Epoch 4/100] [Batch 209/238] [ loss: 0.719658 ] ETA: 1 day, 21:31:16.948921
[Epoch 4/100] [Batch 210/238] [ loss: 0.624736 ] ETA: 1 day, 19:01:37.902050
[Epoch 4/100] [Batch 211/238] [ loss: 0.610698 ] ETA: 1 day, 22:54:03.556656
[Epoch 4/100] [Batch 212/238] [ loss: 0.690090 ] ETA: 1 day, 18:08:42.962550
[Epoch 4/100] [Batch 213/238] [ loss: 0.716118 ] ETA: 1 day, 17:22:56.716701
[Epoch 4/100] [Batch 214/238] [ loss: 0.749197 ] ETA: 2 days, 0:05:06.235098
[Epoch 4/100] [Batch 215/238] [ loss: 0.709153 ] ETA: 1 day, 19:58:31.939838
[Epoch 4/100] [Batch 216/238] [ loss: 0.687430 ] ETA: 2 days, 13:12:54.355934
[Epoch 4/100] [Batch 217/238] [ loss: 0.699006 ] ETA: 1 day, 14:28:23.530349
[Epoch 4/100] [Batch 218/238] [ loss: 0.678635 ] ETA: 1 day, 9:56:06.101084
[Epoch 4/100] [Batch 219/238] [ loss: 0.650781 ] ETA: 1 day, 18:35:41.695528
[Epoch 4/100] [Batch 220/238] [ loss: 0.645317 ] ETA: 1 day, 15:21:09.417558
[Epoch 4/100] [Batch 221/238] [ loss: 0.683039 ] ETA: 2 days, 1:34:59.729811
[Epoch 4/100] [Batch 222/238] [ loss: 0.686761 ] ETA: 1 day, 17:13:18.200036
[Epoch 4/100] [Batch 223/238] [ loss: 0.682371 ] ETA: 1 day, 20:31:16.640683
[Epoch 4/100] [Batch 224/238] [ loss: 0.684341 ] ETA: 1 day, 12:30:32.331329
